"id","lineID","entryGroupID","lon","lat","status"
"20185","47334","18308","61","32","ok"
"20186","47336","18309","40","21","ok"
"20187","47339","18310","40","21","ok"
"20188","47341","18311","29.05","36.25","ok"
"20189","47344","18312","32.3","31","ok"
"20190","47346","18313","32","30.3","ok"
"20191","47348","18314","33.3","29","ok"
"20192","47350","18315","36.1","35.45","ok"
"20193","47352","18316","31","21.3","ok"
"20194","47355","18317","31.2","22.1","ok"
"20195","47358","18318","31.45","30.4","ok"
"20196","47360","18319","44.15","32.45","ok"
"20197","47362","18320","54","31.45","ok"
"20198","47365","18321","41","16","ok"
"20199","47367","18322","43","37.3","ok"
"20200","47369","18323","35.05","32.1","ok"
"20201","47373","18324","35.05","32.1","ok"
"20202","47376","18325","35.05","32.1","ok"
"20203","47379","18326","56","38.3","ok"
"20204","47381","18327","31.45","31.3","ok"
"20205","47384","18328","35.48","34","ok"
"20206","47387","18329","35.48","34","ok"
"20207","47391","18330","35.4","34","ok"
"20208","47392","18331","30.45","30.55","ok"
"20209","47395","18332","69.54","35","ok"
"20210","47396","18333","31.35","30.4","ok"
"20211","47398","18334","31.35","30.4","ok"
"20212","47401","18335","49.3","34.45","ok"
"20213","47403","18335","35.4","33.22","ok"
"20214","47405","18336","35","32.15","ok"
"20215","47408","68286","31","30.3","ok"
"20216","47411","18337","31","30.3","ok"
"20217","47414","18338","56.15","28","ok"
"20218","47416","18339","58.45","34","ok"
"20219","47418","18340","48.15","34.3","ok"
"20220","47420","18341","52.15","32.15","ok"
"20221","47422","18342","27","27","ok"
"20222","47424","18343","35.5","32.55","ok"
"20223","47427","18344","35.5","32.55","ok"
"20224","47430","18344","68","39","ok"
"20225","47433","18344","68","39","ok"
"20226","47436","18345","71","41","ok"
"20227","47439","18346","72","41","ok"
"20228","47439","18346","70","40.45","ok"
"20229","47439","18346","68.45","41","ok"
"20230","47439","18346","71.3","41.3","ok"
"20231","47441","18347","69.3","40.3","ok"
"20232","47444","18348","32.1","26","ok"
"20233","47447","18349","32.1","26","ok"
"20234","47450","18350","32.1","26","ok"
"20235","47454","18351","35.05","32","ok"
"20236","47456","18352","53","36.45","ok"
"20237","47458","18353","45","31.55","ok"
"20238","47460","18354","45","31.55","ok"
"20239","47463","18355","59.3","35.3","ok"
"20240","47465","18356","59.4","35.4","ok"
"20241","47467","18357","69.45","36.3","ok"
"20242","47471","18358","69.3","36.3","ok"
"20243","47473","18359","69.55","36.15","ok"
"20244","47474","18360","69.45","36.3","ok"
"20245","47477","18361","35.3","32.05","ok"
"20246","47480","18362","49.45","32.45","ok"
"20247","47483","18363","50","33","ok"
"20248","47485","18364","53.3","36","ok"
"20249","47486","18365","57.15","37","ok"
"20250","47488","18366","59.45","35.3","ok"
"20251","47495","18368","52","29","ok"
"20252","47495","18368","51.3","30","ok"
"20253","47498","18369","51.3","27.1","ok"
"20254","47500","18370","39.1","35.5","ok"
"20255","47502","18371","31.4","31.15","ok"
"20256","47505","18372","31.4","31.2","ok"
"20257","47509","18373","31.3","31.15","ok"
"20258","47510","18374","33","38.1","ok"
"20259","47514","18375","48.3","34.45","ok"
"20260","47515","18376","64.5","36.2","ok"
"20261","47518","18377","51","33.3","ok"
"20262","47520","18378","62.1","34.1","ok"
"20263","47522","18379","33.05","34.5","ok"
"20264","47524","18380","60.3","34.45","ok"
"20265","47526","18381","52.15","29.15","ok"
"20266","47529","18382","36.25","35.45","ok"
"20267","47532","18383","68.45","32.45","ok"
"20268","47533","18384","30.35","30.55","ok"
"20269","47536","18385","30.35","30.55","ok"
"20270","47540","18386","56.3","27.3","ok"
"20271","47542","18387","35.25","32.55","ok"
"20272","47545","18388","35.25","32.55","ok"
"20273","47547","18389","52.05","28.5","ok"
"20274","47550","18390","52","28.45","ok"
"20275","47552","18391","31","30","ok"
"20276","47554","18392","31.35","22.2","ok"
"20277","47556","18393","55","33.3","ok"
"20278","47558","18394","50.45","32.15","ok"
"20279","47560","18395","41.15","36.45","ok"
"20280","47562","18396","46","33","ok"
"20281","47564","18397","47","32","ok"
"20282","47568","18397","52","30","ok"
"20283","47568","18397","53","30","ok"
"20284","47571","18397","51.3","29","ok"
"20285","47577","18398","52","29","ok"
"20286","47577","18398","53","28.3","ok"
"20287","47577","18398","53","30","ok"
"20288","47577","18398","52","28.3","ok"
"20289","47577","18398","50.3","31","ok"
"20290","47577","18398","51.15","30.3","ok"
"20291","47577","18398","51","29.3","ok"
"20292","47577","18398","51.15","29.45","ok"
"20293","47577","18398","52","30","ok"
"20294","47577","18398","52","28","ok"
"20295","47580","18399","51.3","29","ok"
"20296","47580","18399","49.3","31.3","ok"
"20297","47580","18399","51.45","28.45","ok"
"20298","47582","18400","48","39.3","ok"
"20299","47584","18401","34.45","32.45","ok"
"20300","47586","18402","50.3","32.15","ok"
"20301","47588","18403","49.15","36","ok"
"20302","47591","18404","49.15","36","ok"
"20303","47594","18405","49","35.15","ok"
"20304","47596","18406","63.1","33.4","ok"
"20305","47599","18407","63.1","33.4","ok"
"20306","47603","18408","50.15","35","ok"
"20307","47604","18409","31.1","30.35","ok"
"20308","47607","18410","52","28.3","ok"
"20309","47608","18411","32.05","26","ok"
"20310","47610","18412","58","37","ok"
"20311","47613","18412","56.3","27.3","ok"
"20312","47615","18413","43.1","38.3","ok"
"20313","47617","18414","47","32","ok"
"20314","47620","18415","35","32.15","ok"
"20315","47626","18415","48.45","25","ok"
"20316","47628","18416","53","29.45","ok"
"20317","47631","18417","49","25.25","ok"
"20318","47633","18418","30.45","28.25","ok"
"20319","47636","18419","54.3","26.15","ok"
"20320","47637","18420","44.45","38.3","ok"
"20321","47639","18421","46.3","31.45","ok"
"20322","47641","18422","35.25","32.25","ok"
"20323","47643","18423","64.45","36.15","ok"
"20324","47646","18424","64.3","36","ok"
"20325","47649","18425","66.45","37","ok"
"20326","47651","18426","64.45","36.15","ok"
"20327","47654","18427","50.45","31.15","ok"
"20328","47656","18428","51.25","28.55","ok"
"20329","47658","18429","53","27.45","ok"
"20330","47660","18430","57","27","ok"
"20331","47663","18431","64.3","36.1","ok"
"20332","47665","18432","64.3","35.3","ok"
"20333","47665","18432","64.3","35.3","ok"
"20334","47665","18432","64","35","ok"
"20335","47666","18433","48.15","34.3","ok"
"20336","47668","18434","56.45","36.3","ok"
"20337","47671","18435","35.1","40.9","ok"
"20338","47673","18436","49.15","33.45","ok"
"20339","47675","18437","41.3","42","ok"
"20340","47678","18438","47.45","34.3","ok"
"20341","47681","18439","41.4","42.1","ok"
"20342","47684","18440","53.3","28.45","ok"
"20343","47689","18441","53.3","29","ok"
"20344","47689","18441","53.45","28.45","ok"
"20345","47690","18442","52","33","ok"
"20346","47694","18443","51","35.15","ok"
"20347","47696","18444","51","35.3","ok"
"20348","47697","18445","53","18.3","ok"
"20349","47700","18446","54.3","28.3","ok"
"20350","47701","18447","46","31.45","ok"
"20351","47703","18448","52","33","ok"
"20352","47706","18449","52","33","ok"
"20353","47708","18450","35.15","32","ok"
"20354","47710","18451","51.3","35.45","ok"
"20355","47712","18452","53.3","28.45","ok"
"20356","47715","18453","57.3","36","ok"
"20357","47718","18454","58.45","33","ok"
"20358","47719","18455","12","32","ok"
"20359","47722","18456","51.3","35.45","ok"
"20360","47726","18457","33","12","ok"
"20361","47727","18458","31.5","37.3","ok"
"20362","47729","18459","35","15","ok"
"20363","47731","18460","25","13","ok"
"20364","47733","18461","35.4","33.15","ok"
"20365","47735","18462","32.2","34.55","ok"
"20366","47737","18463","30.5","28.5","ok"
"20367","47740","18464","30.5","28.45","ok"
"20368","47744","18465","30.45","28.45","ok"
"20369","47746","18465","41.45","42","ok"
"20370","47748","18466","35.15","33","ok"
"20371","47750","18467","32","10","ok"
"20372","47754","18468","29","10","ok"
"20373","47756","18469","53.3","28.3","ok"
"20374","47759","18470","35.45","35.4","ok"
"20375","47761","18471","31.5","37.3","ok"
"20376","47764","18472","32.35","34.45","ok"
"20377","47766","18473","33","34.45","ok"
"20378","47768","18474","35.5","29.45","ok"
"20379","47770","18475","35.15","33","ok"
"20380","47773","18476","32","9","ok"
"20381","47777","18477","31","10","ok"
"20382","47779","18478","52","15","ok"
"20383","47783","18479","54","25","ok"
"20384","47785","18480","66.15","36.45","ok"
"20385","47787","18481","58","22.3","ok"
"20386","47790","18482","54","25","ok"
"20387","47792","18483","43.3","35","ok"
"20388","47795","18484","43.3","35","ok"
"20389","47798","18485","43.3","35","ok"
"20390","47801","18486","59.3","35","ok"
"20391","47803","18487","52.45","29.55","ok"
"20392","47805","18488","52.45","29.55","ok"
"20393","47808","18489","57.2","22.4","ok"
"20394","47811","18490","37.3","33.3","ok"
"20395","47812","18491","33","26.3","ok"
"20396","47815","18492","33","26.3","ok"
"20397","47817","18493","39.1","35.5","ok"
"20398","47820","18494","35.38","34.02","ok"
"20399","47823","18495","35.38","34.02","ok"
"20400","47825","18496","35.42","34.04","ok"
"20401","47827","18497","37.3","41","ok"
"20402","47830","18498","37.3","41","ok"
"20403","47831","18499","35.25","32.2","ok"
"20404","47833","18500","35.45","32.35","ok"
"20405","47835","18501","36.2","35","ok"
"20406","47837","18502","49","25","ok"
"20407","47839","18503","28","13","ok"
"20408","47842","18504","34.15","37.3","ok"
"20409","47845","18505","31.4","26.4","ok"
"20410","47847","18506","32.2","26.05","ok"
"20411","47849","18507","48.15","29.45","ok"
"20412","47852","18507","48","29.3","ok"
"20413","47853","18508","33.3","26","ok"
"20414","47855","18509","33","25.3","ok"
"20415","47859","18510","37","33","ok"
"20416","47860","18511","32.2","26.05","ok"
"20417","47862","18512","32.2","26.05","ok"
"20418","47864","18513","35.38","33.42","ok"
"20419","47866","18514","42.3","26","ok"
"20420","47868","18515","32.15","30.2","ok"
"20421","47871","18516","30.5","29.2","ok"
"20422","47874","18517","35.3","33.45","ok"
"20423","47877","18518","35.32","33.5","ok"
"20424","47880","18519","30.3","29","ok"
"20425","47883","18520","30","29","ok"
"20426","47886","18521","30.5","29.2","ok"
"20427","47890","18522","30.5","29.15","ok"
"20428","47894","18523","30.35","29.15","ok"
"20429","47894","18523","30.3","29.3","ok"
"20430","47894","18523","30.5","29.2","ok"
"20431","47896","18524","30.45","29.15","ok"
"20432","47896","18524","30.15","27.15","ok"
"20433","47896","18524","28","29","ok"
"20434","47896","18524","30","29","ok"
"20435","47898","18525","30.2","29.1","ok"
"20436","47900","18526","30.3","29","ok"
"20437","47901","18527","62","37.15","ok"
"20438","47903","18528","35.3","3235","ok"
"20439","47905","18529","35.45","33","ok"
"20440","47908","18530","38","27.15","ok"
"20441","47908","18530","39","25","ok"
"20442","47909","18531","38.15","37.1","ok"
"20443","47912","18532","38.15","37.1","ok"
"20444","47915","18533","49","26.1","ok"
"20445","47918","18534","49","26.1","ok"
"20446","47920","18535","34","11","ok"
"20447","47923","18536","13","26","ok"
"20448","47923","18536","14","27","ok"
"20449","47925","18537","12","27","ok"
"20450","47927","18538","-6","32","ok"
"20451","47928","18539","34.45","31.35","ok"
"20452","47930","18540","53.45","28.45","ok"
"20453","47932","18541","52.45","27.55","ok"
"20454","47934","18542","35.25","30.55","ok"
"20455","47937","18543","70.3","37","ok"
"20456","47941","18544","66.15","36.45","ok"
"20457","47944","18545","48.45","35","ok"
"20458","47947","18546","58.45","35","ok"
"20459","47950","18547","70.3","37","ok"
"20460","47952","18548","48.45","35","ok"
"20461","47954","18549","35.3","37.3","ok"
"20462","47957","18550","35.3","37.3","ok"
"20463","47957","18550","35.3","37.5","ok"
"20464","47959","18551","35.55","37.55","ok"
"20465","47960","18552","35.3","39","ok"
"20466","47963","18553","35.3","39","ok"
"20467","47965","18554","35.2","39.1","ok"
"20468","47967","18555","51","31.15","ok"
"20469","47968","18556","30.5","38.4","ok"
"20470","47970","18557","27.3","37.4","ok"
"20471","47972","18558","29.4","36.1","ok"
"20472","47975","18559","36.1","34.35","ok"
"20473","47978","18560","29.4","36.1","ok"
"20474","47981","18561","31.46","26.4","ok"
"20475","47984","18562","32.52","24.05","ok"
"20476","47987","18563","36.2","35.25","ok"
"20477","47989","18564","35.3","30.35","ok"
"20478","47992","18565","55","37","ok"
"20479","47994","18566","28.05","41.05","ok"
"20480","47996","18567","39.3","41.1","ok"
"20481","47998","18568","35.15","33","ok"
"20482","48000","18569","33.3","28.3","ok"
"20483","48004","18569","43","37.3","ok"
"20484","48006","18570","58","34","ok"
"20485","48009","18571","58.3","33.3","ok"
"20486","48009","18571","58","33.45","ok"
"20487","48011","18572","58","33.3","ok"
"20488","48012","18573","55.45","30.45","ok"
"20489","48014","18574","26","40.45","ok"
"20490","48018","18575","48","35.45","ok"
"20491","48021","18576","49","28","ok"
"20492","48021","18576","49.4","28.2","ok"
"20493","48023","18577","52.3","36.3","ok"
"20494","48025","18578","68.3","35","ok"
"20495","48027","18579","68.3","35","ok"
"20496","48033","18580","71.3","40","ok"
"20497","48036","18580","71","40","ok"
"20498","48039","18581","68","38","ok"
"20499","48041","18582","68.3","38.3","ok"
"20500","48042","18583","35.5","37.3","ok"
"20501","48044","18584","44.3","35.5","ok"
"20502","48047","18585","44.3","35.5","ok"
"20503","48049","18586","32.15","36.4","ok"
"20504","48051","18587","32.15","36.3","ok"
"20505","48053","18588","29.5","37.15","ok"
"20506","48055","18589","55","36.3","ok"
"20507","48058","18590","41.3","40.4","ok"
"20508","48061","18590","41.1","40.2","ok"
"20509","48063","18591","35","32.3","ok"
"20510","48065","18592","35.1","32.2","ok"
"20511","48068","18593","36.2","34.5","ok"
"20512","48071","18594","36.3","32.2","ok"
"20513","48074","18595","35.4","35.3","ok"
"20514","48077","18596","31.45","36.45","ok"
"20515","48079","18597","34.35","38","ok"
"20516","48082","18599","45.45","37","ok"
"20517","48083","18600","51","36.15","ok"
"20518","48084","18601","24.3","34.3","ok"
"20519","48086","18602","31.32","30.28","ok"
"20520","48089","18603","31.3","30.2","ok"
"20521","48092","18604","32.3","29.57","ok"
"20522","48095","18605","26.35","31.2","ok"
"20523","48098","18606","34.1","31.15","ok"
"20524","48101","18607","28.15","41","ok"
"20525","48103","18608","38","38.3","ok"
"20526","48105","18609","29","36.3","ok"
"20527","48109","18610","29","36.3","ok"
"20528","48110","18611","29","36.3","ok"
"20529","48113","18612","29","36.3","ok"
"20530","48117","18613","28.55","36.3","ok"
"20531","48117","18613","28.55","36.4","ok"
"20532","48119","18614","36.4","37.05","ok"
"20533","48121","18615","48","30.15","ok"
"20534","48123","18616","48","30.15","ok"
"20535","48126","18617","32.5","25.05","ok"
"20536","48129","18618","32.5","25.08","ok"
"20537","48132","18619","35.4","34.12","ok"
"20538","48134","18620","35.46","34.2","ok"
"20539","48137","18621","44.1","42.5","ok"
"20540","48138","18622","52.35","29.35","ok"
"20541","48140","18623","52.35","29.35","ok"
"20542","48143","18624","30.45","29.2","ok"
"20543","48146","18625","35.38","34.04","ok"
"20544","48148","18626","30.45","29.2","ok"
"20545","48151","18627","30.45","29.2","ok"
"20546","48154","18628","52.45","27.55","ok"
"20547","48157","18629","35.53","35.31","ok"
"20548","48160","18630","35.05","33","ok"
"20549","48162","18631","35","40.3","ok"
"20550","48165","18632","36.15","35.55","ok"
"20551","48167","18633","34.5","32","ok"
"20552","48169","18634","31.45","36.35","ok"
"20553","48172","18635","31.45","36.35","ok"
"20554","48176","18636","31.46","36.34","ok"
"20555","48177","18637","36","35.3","ok"
"20556","48179","18638","35.3","32.15","ok"
"20557","48181","18639","32.2","14.5","ok"
"20558","48184","18640","29","41","ok"
"20559","48186","18641","30.45","27.55","ok"
"20560","48188","18642","30.5","30.3","ok"
"20561","48191","18643","28.5","40.15","ok"
"20562","48192","18644","28.3","39.4","ok"
"20563","48194","18645","50.15","33.3","ok"
"20564","48197","18646","47.2","41.2","ok"
"20565","48199","18647","36","32","ok"
"20566","48199","18647","34.45","31.3","ok"
"20567","48201","18648","34","30","ok"
"20568","48201","18648","34.45","31.3","ok"
"20569","48202","18649","19.3","48","ok"
"20570","48204","18650","33.05","35.1","ok"
"20571","48207","18651","24.3","42","ok"
"20572","48210","18652","24","41.3","ok"
"20573","48213","18653","47","33.45","ok"
"20574","48216","18654","47","33.45","ok"
"20575","48218","18655","46.3","41.3","ok"
"20576","48220","18656","21.15","40.3","ok"
"20577","48222","18657","32.3","34.55","ok"
"20578","48224","18658","32.4","34.5","ok"
"20579","48227","18659","32.1","41.1","ok"
"20580","48228","18660","51.15","33.45","ok"
"20581","48230","18661","30.3","40","ok"
"20582","48233","18662","35.4","41.3","ok"
"20583","48236","18662","35.4","41.3","ok"
"20584","48238","18663","30","39.3","ok"
"20585","48241","18664","42","37.15","ok"
"20586","48244","18665","30","39.3","ok"
"20587","48246","18666","30.1","39.3","ok"
"20588","48247","18667","36.4","38.05","ok"
"20589","48249","18668","41.3","37.3","ok"
"20590","48251","18669","42","37.15","ok"
"20591","48253","18670","30.1","39.3","ok"
"20592","48255","18671","41.05","41.2","ok"
"20593","48258","18672","41","41","ok"
"20594","48258","18672","41","41","ok"
"20595","48259","18673","25.5","41.5","ok"
"20596","48261","18674","34","36.3","ok"
"20597","48264","18675","34.2","36.55","ok"
"20598","48267","18676","25.5","41.5","ok"
"20599","48269","18677","32.5","34.5","ok"
"20600","48271","18678","32.3","34.4","ok"
"20601","48275","18680","32.3","34.4","ok"
"20602","48277","18681","30.08","36.17","ok"
"20603","48281","18682","30","36","ok"
"20604","48281","18682","29.5","36.2","ok"
"20605","48283","18683","30.15","36.15","ok"
"20606","48284","18684","35.3","30.35","ok"
"20607","48287","18685","35.4","32.45","ok"
"20608","48291","18686","35.3","32.3","ok"
"20609","48292","18687","36.05","32.55","ok"
"20610","48296","18689","29.2","40.4","ok"
"20611","48299","18690","63.3","39","ok"
"20612","48301","18691","35.3","38.1","ok"
"20613","48304","18692","35.4","38.2","ok"
"20614","48307","18693","29.5","39.5","ok"
"20615","48310","18694","26.1","39.45","ok"
"20616","48313","18695","26.1","39.45","ok"
"20617","48315","18696","35.05","32.25","ok"
"20618","48318","68244","40","39","ok"
"20619","48321","18697","37.5","37.2","ok"
"20620","48321","18697","38.3","37","ok"
"20621","48321","18697","38.4","35.5","ok"
"20622","48321","18697","38","37.15","ok"
"20623","48321","18697","38.3","37","ok"
"20624","48321","18697","39","39.3","ok"
"20625","48321","18697","38.3","39.3","ok"
"20626","48321","18697","38.3","38.3","ok"
"20627","48321","18697","38.5","39.3","ok"
"20628","48321","18697","38.2","39.2","ok"
"20629","48321","18697","38.5","37.5","ok"
"20630","48321","18697","38.3","38.4","ok"
"20631","48321","18697","39.1","38.1","ok"
"20632","48321","18697","38.3","39.3","ok"
"20633","48321","18697","38.3","37.3","ok"
"20634","48325","68241","38.5","37.4","ok"
"20635","48325","68241","38.5","37.5","ok"
"20636","48328","18698","38","37.25","ok"
"20637","48328","18698","38.3","38.3","ok"
"20638","48331","18699","31","30.2","ok"
"20639","48333","18700","35.46","34.04","ok"
"20640","48335","18701","35.3","32.55","ok"
"20641","48337","18702","58","37.3","ok"
"20642","48340","18703","36.45","37.45","ok"
"20643","48342","18704","36.45","37.45","ok"
"20644","48345","18705","57.3","22.5","ok"
"20645","48347","18706","30.3","20.55","ok"
"20646","48349","18707","30.3","20.5","ok"
"20647","48351","18708","53.15","36","ok"
"20648","48353","18709","58","37.3","ok"
"20649","48356","18710","48.15","37.3","ok"
"20650","48359","18711","48.15","37.3","ok"
"20651","48361","18712","48","33.45","ok"
"20652","48363","18713","46","33","ok"
"20653","48365","18714","54","32.15","ok"
"20654","48367","18715","54.15","31.45","ok"
"20655","48369","18716","52.3","28.45","ok"
"20656","48373","18717","52.3","28.3","ok"
"20657","48375","18718","56.3","36.15","ok"
"20658","48378","18719","54","32.15","ok"
"20659","48381","18720","54.15","31.45","ok"
"20660","48384","18721","52.3","28.45","ok"
"20661","48387","18722","52.3","28.45","ok"
"20662","48391","18722","52.3","28.3","ok"
"20663","48391","18722","52.3","28","ok"
"20664","48393","18723","56.3","36.15","ok"
"20665","48396","18724","51.45","32.3","ok"
"20666","48398","18725","48","34.15","ok"
"20667","48400","18725","52.3","28.3","ok"
"20668","48402","18726","52.3","28.3","ok"
"20669","48405","18727","48","34.15","ok"
"20670","48408","18728","52","28.3","ok"
"20671","48409","18729","51.15","35.3","ok"
"20672","48411","18730","51.3","32.2","ok"
"20673","48413","18731","51","35.3","ok"
"20674","48416","18732","51","35.3","ok"
"20675","48418","18733","64.15","34.15","ok"
"20676","48421","18734","52.45","35.45","ok"
"20677","48423","18735","64.15","34.15","ok"
"20678","48427","18736","64.3","34.3","ok"
"20679","48429","18737","63.5","34.4","ok"
"20680","48429","18737","63.3","34.3","ok"
"20681","48431","18738","64.2","31.4","ok"
"20682","48432","18739","42.2","37","ok"
"20683","48435","18740","40.3","38.2","ok"
"20684","48438","18741","30.3","31.05","ok"
"20685","48440","18742","30.3","31.05","ok"
"20686","48442","18743","30.55","30.2","ok"
"20687","48445","18744","30.55","30.2","ok"
"20688","48448","18745","30.3","31.05","ok"
"20689","48450","18746","30.3","31.05","ok"
"20690","48453","18747","31.15","30.45","ok"
"20691","48455","18748","42.15","37","ok"
"20692","48458","18749","30.55","30.2","ok"
"20693","48460","18750","30.55","30.2","ok"
"20694","48462","18751","30.55","30.2","ok"
"20695","48464","18752","38","37.25","ok"
"20696","48467","18753","47.15","26.15","ok"
"20697","48469","18754","32.3","34.55","ok"
"20698","48471","18755","14","45","ok"
"20699","48474","18756","44.15","30.3","ok"
"20700","48476","18757","53","24.1","ok"
"20701","48477","18758","51.4","32.3","ok"
"20702","48479","18759","47","39.3","ok"
"20703","48482","18760","33.5","35.2","ok"
"20704","48485","18761","36","37","ok"
"20705","48487","18762","38.15","37.3","ok"
"20706","48489","18763","38.3","35.45","ok"
"20707","48492","18764","38.5","35.5","ok"
"20708","48495","18765","38.5","35.5","ok"
"20709","48498","18766","38.2","37.3","ok"
"20710","48501","18767","39.3","40","ok"
"20711","48504","18768","34.45","32","ok"
"20712","48507","18769","36","37.15","ok"
"20713","48509","18770","32","40.45","ok"
"20714","48513","18771","11","43.45","ok"
"20715","48515","18772","28.3","40.3","ok"
"20716","48518","18773","35","36.4","ok"
"20717","48518","18773","35.05","36.45","ok"
"20718","48521","18774","35.3","32.05","ok"
"20719","48521","18774","35.3","32.1","ok"
"20720","48524","18775","35.15","33.15","ok"
"20721","48524","18775","35.15","33.15","ok"
"20722","48524","18775","35.38","33.24","ok"
"20723","48528","18776","35.3","36.4","ok"
"20724","48528","18776","35.3","36.4","ok"
"20725","48530","18777","34.5","37","ok"
"20726","48530","18777","34.55","36.45","ok"
"20727","48531","18778","36.1","34.28","ok"
"20728","48534","18779","35.45","32.35","ok"
"20729","48537","18780","26.45","38.3","ok"
"20730","48541","18781","26.3","38.3","ok"
"20731","48542","18782","18.45","43.15","ok"
"20732","48544","18783","26.3","38.3","ok"
"20733","48547","18784","26.3","38.3","ok"
"20734","48551","18785","35.1","32.55","ok"
"20735","48553","18786","36","33.2","ok"
"20736","48554","18787","28","13","ok"
"20737","48558","18788","39.15","40.5","ok"
"20738","48559","18789","46.3","22","ok"
"20739","48561","18790","35.25","31.5","ok"
"20740","48564","18791","35.25","31.5","ok"
"20741","48567","18792","34.5","31.35","ok"
"20742","48570","18793","34.5","31.35","ok"
"20743","48573","18794","36.15","34.5","ok"
"20744","48575","18795","35.4","33.42","ok"
"20745","48577","18796","47.3","30.3","ok"
"20746","48579","18797","35.25","32.3","ok"
"20747","48582","18798","55","28","ok"
"20748","48585","18799","35.38","33.4","ok"
"20749","48587","18800","69","31","ok"
"20750","48590","18801","69","31","ok"
"20751","48593","18802","51.2","35.4","ok"
"20752","48595","18803","51.2","35.4","ok"
"20753","48597","18804","56.45","36.3","ok"
"20754","48600","18805","54.3","26.1","ok"
"20755","48601","18806","50.3","30.3","ok"
"20756","48604","18807","50.15","30.3","ok"
"20757","48605","18808","51.5","32.3","ok"
"20758","48607","18809","33.1","35.15","ok"
"20759","48610","18810","64","32.15","ok"
"20760","48612","18811","49.1","37.1","ok"
"20761","48617","18812","49","37","ok"
"20762","48619","18813","49.1","37.1","ok"
"20763","48622","18814","33.3","26","ok"
"20764","48628","18816","62","32","ok"
"20765","48632","18817","38.1","34.2","ok"
"20766","48634","18818","35.4","33.42","ok"
"20767","48637","18819","35.46","34.04","ok"
"20768","48639","18820","35.38","33.56","ok"
"20769","48642","18821","33.55","35","ok"
"20770","48644","18822","35.1","31.45","ok"
"20771","48646","18823","27.45","38.4","ok"
"20772","48648","18824","35.15","31.45","ok"
"20773","48650","18825","34.45","29.3","ok"
"20774","48652","18826","37.5","37","ok"
"20775","48655","18827","36.5","36.4","ok"
"20776","48658","18828","45","41.45","ok"
"20777","48660","18829","39.2","40.3","ok"
"20778","48662","18830","35.24","33.16","ok"
"20779","48664","18831","35.32","33.44","ok"
"20780","48666","18832","27.15","37.45","ok"
"20781","48669","18833","33.1","35.15","ok"
"20782","48672","18834","33","34.55","ok"
"20783","48674","18835","34.35","31.15","ok"
"20784","48677","18836","36.4","35.55","ok"
"20785","48679","18837","40.3","35.15","ok"
"20786","48682","18837","46","13.3","ok"
"20787","48684","18838","26.45","38.3","ok"
"20788","48686","18839","56","25","ok"
"20789","48689","18840","56","25","ok"
"20790","48692","18840","56","25","ok"
"20791","48694","18841","30.15","37.15","ok"
"20792","48696","18842","30.15","37.15","ok"
"20793","48700","18843","30.1","37.1","ok"
"20794","48702","18844","42.1","34.1","ok"
"20795","48705","18845","42","34.15","ok"
"20796","48708","18846","35.45","32","ok"
"20797","48710","18847","35.45","32","ok"
"20798","48713","18848","60.3","27","ok"
"20799","48715","18849","56.3","22.2","ok"
"20800","48717","18850","35.15","32.35","ok"
"20801","48720","18851","56.45","23.45","ok"
"20802","48723","18851","46","28","ok"
"20803","48725","18852","35.3","36.4","ok"
"20804","48728","18853","38.15","38.15","ok"
"20805","48731","18854","36.2","34.5","ok"
"20806","48734","18855","33.2","31","ok"
"20807","48737","18856","29.45","38.15","ok"
"20808","48740","18857","41.1","38.1","ok"
"20809","48743","18858","49.1","37.15","ok"
"20810","48747","68281","49","37","ok"
"20811","48749","18859","49.15","37.15","ok"
"20812","48753","68282","48.45","37","ok"
"20813","48753","68282","49","37","ok"
"20814","48755","18860","36.1","34.28","ok"
"20815","48757","18861","13","41","ok"
"20816","48759","18862","35.05","32.1","ok"
"20817","48762","18863","34","13","ok"
"20818","48764","18864","33","13","ok"
"20819","48765","18865","35.3","30.35","ok"
"20820","48769","18866","38","27","ok"
"20821","48770","18867","35.4","31.2","ok"
"20822","48772","18868","35.4","31.2","ok"
"20823","48776","18869","39.45","23.3","ok"
"20824","48777","18870","32.55","17.4","ok"
"20825","48780","18871","35.4","33.42","ok"
"20826","48782","18872","35.4","33.2","ok"
"20827","48784","18873","34.55","32.35","ok"
"20828","48786","18874","36","30.5","ok"
"20829","48788","18875","31.45","31.3","ok"
"20830","48790","18876","35.38","33.56","ok"
"20831","48793","68246","41.3","34.3","ok"
"20832","48793","68246","39.45","35.3","ok"
"20833","48795","18877","47.3","30.3","ok"
"20834","48799","68247","41","34.3","ok"
"20835","48802","18878","39.45","35.3","ok"
"20836","48802","18878","41","34.3","ok"
"20837","48802","18878","43","33.3","ok"
"20838","48802","18878","41","35","ok"
"20839","48802","18878","41","34","ok"
"20840","48802","18878","43","33.3","ok"
"20841","48802","18878","44.3","31.3","ok"
"20842","48802","18878","41.3","34","ok"
"20843","48802","18878","45.3","31","ok"
"20844","48802","18878","40.3","35","ok"
"20845","48802","18878","44","33","ok"
"20846","48802","18878","41.1","34.2","ok"
"20847","48802","18878","47","31","ok"
"20848","48802","18878","40.3","35","ok"
"20849","48802","18878","44","33.3","ok"
"20850","48802","18878","39","35","ok"
"20851","48802","18878","38.5","35.55","ok"
