"id","lineID","entryGroupID","lon","lat","status"
"38191","87783","34670","44.2","40.2","ok"
"38192","87784","34671","68.3","27","ok"
"38193","87786","34672","43","42","ok"
"38194","87789","34673","43","40.15","ok"
"38195","87791","34674","42","40","ok"
"38196","87793","34675","31.35","37","ok"
"38197","87795","34676","40.2","39.4","ok"
"38198","87797","34677","40.2","39.4","ok"
"38199","87800","34678","52.15","35.15","ok"
"38200","87801","34679","29.45","39.15","ok"
"38201","87803","34680","29.45","39.15","ok"
"38202","87805","34681","68.3","34.3","ok"
"38203","87809","34681","68.3","34.3","ok"
"38204","87810","34682","42.1","38.2","ok"
"38205","87812","34683","45.5","40.3","ok"
"38206","87814","34684","44.2","38.2","ok"
"38207","87817","34685","43.5","38.4","ok"
"38208","87819","34686","44.4","38.2","ok"
"38209","87819","34686","44","38.2","ok"
"38210","87820","34687","44.15","38.15","ok"
"38211","87822","34688","32.2","36.3","ok"
"38212","87824","34689","68","25","ok"
"38213","87826","34690","33.2","35","ok"
"38214","87828","34691","29.05","36.2","ok"
"38215","87830","34692","37.4","38.2","ok"
"38216","87832","34693","40.1","39.4","ok"
"38217","87834","34694","44","38","ok"
"38218","87836","34695","29.5","39.2","ok"
"38219","87839","34696","30","39.15","ok"
"38220","87842","34697","37.5","40.5","ok"
"38221","87845","34698","37.3","41","ok"
"38222","87847","34699","32.5","34.5","ok"
"38223","87849","34700","40.1","40.2","ok"
"38224","87851","34701","71","41","ok"
"38225","87853","34702","32.3","34.3","ok"
"38226","87856","34703","33.45","35.05","ok"
"38227","87859","34704","32.3","34.4","ok"
"38228","87862","34705","32.3","34.45","ok"
"38229","87863","34706","36.15","38","ok"
"38230","87865","34707","28.3","3830","ok"
"38231","87868","34708","53.45","27.45","ok"
"38232","87869","34709","24.3","34.3","ok"
"38233","87871","34710","43.3","33.15","ok"
"38234","87873","34711","48.15","37.45","ok"
"38235","87875","34712","32.3","34.5","ok"
"38236","87877","34713","55.3","27","ok"
"38237","87879","34714","32.45","34.3","ok"
"38238","87882","34715","32.3","35","ok"
"38239","87883","34716","33.3","35.1","ok"
"38240","87889","34718","30.45","27.25","ok"
"38241","87891","34719","31.3","27","ok"
"38242","87894","34720","35.25","31.45","ok"
"38243","87897","34722","33.25","35.15","ok"
"38244","87899","34723","39.5","38.45","ok"
"38245","87901","34724","38.05","40.45","ok"
"38246","87903","34725","39.2","38.3","ok"
"38247","87905","34726","39.2","38.3","ok"
"38248","87907","34727","65.45","37","ok"
"38249","87909","34728","46.2","38.2","ok"
"38250","87912","34729","46.1","39.1","ok"
"38251","87913","34730","27.3","37","ok"
"38252","87915","34731","65.45","37","ok"
"38253","87918","34732","43.45","40.45","ok"
"38254","87921","34732","45.3","41","ok"
"38255","87922","34733","42","42.15","ok"
"38256","87924","34734","26.1","40.5","ok"
"38257","87926","34735","29.25","36.15","ok"
"38258","87929","34736","28.4","36.55","ok"
"38259","87933","34736","28.3","36.3","ok"
"38260","87933","34736","28.3","37","ok"
"38261","87935","34737","28.3","36.3","ok"
"38262","87938","34737","28.3","36.3","ok"
"38263","87940","34738","28.4","36.55","ok"
"38264","87941","34739","44.3","36","ok"
"38265","87943","34740","37.5","40.1","ok"
"38266","87945","34741","27","39.3","ok"
"38267","87947","34742","44.3","36","ok"
"38268","87950","34743","27.1","38.4","ok"
"38269","87952","34744","37.5","40.2","ok"
"38270","87955","34745","37.3","40","ok"
"38271","87956","34746","37.45","40.15","ok"
"38272","87958","34747","27.3","40.3","ok"
"38273","87960","34748","27","41.4","ok"
"38274","87962","34749","35.4","38.5","ok"
"38275","87964","34750","34.5","41","ok"
"38276","87966","34751","30.3","36.4","ok"
"38277","87968","34752","36.2","36.3","ok"
"38278","87970","34753","30","40.45","ok"
"38279","87972","34754","43.2","38.2","ok"
"38280","87974","34755","30.12","36.31","ok"
"38281","87976","34756","29.55","36.55","ok"
"38282","87978","34757","30.12","36.31","ok"
"38283","87981","34758","29.55","36.55","ok"
"38284","87984","34759","27.05","39.15","ok"
"38285","87986","34760","34.5","39.15","ok"
"38286","87989","34761","34.3","39","ok"
"38287","87990","34762","46.15","37","ok"
"38288","87993","34763","32.55","39","ok"
"38289","87995","34764","35.45","37.25","ok"
"38290","87998","34765","35.15","37.15","ok"
"38291","88001","34766","30.55","37.1","ok"
"38292","88003","34767","33.05","35.15","ok"
"38293","88006","34768","35.3","37.3","ok"
"38294","88007","34769","35.15","37.15","ok"
"38295","88011","34770","36","38","ok"
"38296","88011","34770","35.45","37.15","ok"
"38297","88013","34771","35.5","37.35","ok"
"38298","88014","34772","21.45","40.15","ok"
"38299","88016","34773","32.2","41.3","ok"
"38300","88019","34774","28","39.2","ok"
"38301","88020","34775","35.2","31.45","ok"
"38302","88023","34776","47.2","33","ok"
"38303","88025","34777","41.4","39.3","ok"
"38304","88027","34778","26.15","42","ok"
"38305","88029","34779","31.45","41.25","ok"
"38306","88031","34780","36.25","40.35","ok"
"38307","88033","34781","33.1","36.5","ok"
"38308","88035","34782","36.05","40.5","ok"
"38309","88037","34783","29.5","38.3","ok"
"38310","88040","34784","34","37.2","ok"
"38311","88041","34785","37.05","37.35","ok"
"38312","88043","34786","41.2","38.15","ok"
"38313","88045","34787","38.4","37.1","ok"
"38314","88049","34789","34.3","41.3","ok"
"38315","88050","34790","28.5","36.45","ok"
"38316","88052","34791","26.55","41","ok"
"38317","88054","34792","35.4","33.1","ok"
"38318","88056","34793","35.5","33","ok"
"38319","88058","34794","35.55","33.2","ok"
"38320","88061","34795","36","33.05","ok"
"38321","88064","34796","36.05","33.05","ok"
"38322","88066","34797","34.35","31.3","ok"
"38323","88069","34798","36.15","33.25","ok"
"38324","88072","34799","34.5","31.4","ok"
"38325","88075","34800","29","36.2","ok"
"38326","88078","34801","29.05","36.2","ok"
"38327","88079","34802","36.15","34.45","ok"
"38328","88082","34803","36.15","34.45","ok"
"38329","88085","34804","40","38.25","ok"
"38330","88086","34805","20.3","38","ok"
"38331","88088","34806","22.15","39.3","ok"
"38332","88090","34807","40.1","43.3","ok"
"38333","88093","34808","40","43.3","ok"
"38334","88094","34809","45.1","40.3","ok"
"38335","88097","34810","45.1","40.3","ok"
"38336","88099","34811","53","40","ok"
"38337","88101","34812","32.15","40.45","ok"
"38338","88104","34813","32","40.45","ok"
"38339","88108","34814","33.3","37.3","ok"
"38340","88109","34815","48.15","38.45","ok"
"38341","88111","34816","43.5","42.1","ok"
"38342","88114","34817","43.5","38.3","ok"
"38343","88115","34818","26.3","40","ok"
"38344","88117","34819","30.4","37.3","ok"
"38345","88120","34820","30.15","37.3","ok"
"38346","88121","34821","24","41.3","ok"
"38347","88124","34822","24","41.3","ok"
"38348","88127","34823","43.2","37.4","ok"
"38349","88128","34824","44.2","42.3","ok"
"38350","88130","34825","44.3","42.3","ok"
"38351","88133","34826","24.3","35.3","ok"
"38352","88137","34827","23.45","35.15","ok"
"38353","88137","34827","23.3","35","ok"
"38354","88139","34828","24.15","35.15","ok"
"38355","88142","34829","23.3","35.45","ok"
"38356","88144","34830","23.3","35","ok"
"38357","88145","34831","38.2","35.5","ok"
"38358","88148","34832","33.55","35.2","ok"
"38359","88152","34833","33.3","44.15","ok"
"38360","88153","34834","33.1","35.15","ok"
"38361","88155","34835","34.15","37.3","ok"
"38362","88157","34836","32.3","34.55","ok"
"38363","88159","34837","32.25","34.55","ok"
"38364","88161","34838","38.4","39.1","ok"
"38365","88163","34839","36.15","34.4","ok"
"38366","88166","34840","36","31.5","ok"
"38367","88169","34841","45.4","39","ok"
"38368","88171","34842","38.4","38.5","ok"
"38369","88174","34843","27","43","ok"
"38370","88175","34844","22.3","36.5","ok"
"38371","88177","34845","34.5","32.3","ok"
"38372","88179","34846","30.3","29","ok"
"38373","88182","34847","30.5","29.15","ok"
"38374","88185","34848","30.5","29.15","ok"
"38375","88187","34849","32.2","25.3","ok"
"38376","88190","34850","32.2","25.3","ok"
"38377","88193","34851","34.5","32.3","ok"
"38378","88196","34852","30.45","29.15","ok"
"38379","88199","34853","33","35.15","ok"
"38380","88201","34854","32.45","41.45","ok"
"38381","88203","34855","32.3","41.45","ok"
"38382","88206","34856","23","40.15","ok"
"38383","88207","34857","29.1","40.2","ok"
"38384","88209","34858","45","39.2","ok"
"38385","88211","34858","45","39.2","ok"
"38386","88214","34859","19.45","41.15","ok"
"38387","88217","34860","21.15","43.3","ok"
"38388","88220","34861","28.5","36.4","ok"
"38389","88223","34862","44.3","32.3","ok"
"38390","88225","34863","30.3","28.1","ok"
"38391","88228","34864","48.2","31.5","ok"
"38392","88230","34865","48.3","32","ok"
"38393","88232","34866","44.35","32.3","ok"
"38394","88234","34867","48.1","32.1","ok"
"38395","88236","34868","48.1","32.1","ok"
"38396","88238","34869","44.3","32.4","ok"
"38397","88240","34870","44.35","32.4","ok"
"38398","88242","34871","44.35","32.4","ok"
"38399","88244","34872","48.1","32","ok"
"38400","88246","34873","48.1","32.1","ok"
"38401","88248","34874","48.2","32","ok"
"38402","88250","34875","44.4","32.35","ok"
"38403","88252","34876","48.1","32","ok"
"38404","88255","34877","44.45","32.35","ok"
"38405","88257","34878","48.1","32","ok"
"38406","88259","34879","48.2","32","ok"
"38407","88261","34880","44.45","32.3","ok"
"38408","88263","34881","48.1","32","ok"
"38409","88265","34882","44.45","32.35","ok"
"38410","88267","34883","48.2","32","ok"
"38411","88269","34884","44.45","32.3","ok"
"38412","88271","34885","44.45","32.3","ok"
"38413","88273","34886","48.2","32","ok"
"38414","88275","34887","44.45","32.4","ok"
"38415","88277","34888","48.1","32","ok"
"38416","88279","34889","44.5","32.35","ok"
"38417","88281","34890","48.2","32.2","ok"
"38418","88283","34891","48.2","32.1","ok"
"38419","88285","34892","44.45","32.35","ok"
"38420","88287","34893","44.5","32.3","ok"
"38421","88289","34894","48.2","32.1","ok"
"38422","88291","34895","48.2","31.5","ok"
"38423","88293","34896","48.25","31.55","ok"
"38424","88295","34897","48.2","31.5","ok"
"38425","88297","34898","48.3","31.5","ok"
"38426","88299","34899","48.1","31.5","ok"
"38427","88301","34900","48.1","31.5","ok"
"38428","88303","34901","48.15","31.5","ok"
"38429","88305","34902","48.1","31.5","ok"
"38430","88307","34903","48.2","31.5","ok"
"38431","88309","34904","48.2","31.5","ok"
"38432","88311","34905","44.4","32.3","ok"
"38433","88313","34906","48.2","31.5","ok"
"38434","88315","34907","48.4","32.1","ok"
"38435","88317","34908","48.4","32.1","ok"
"38436","88319","34909","48.3","32","ok"
"38437","88321","34910","48.3","32","ok"
"38438","88323","34911","48.3","31.4","ok"
"38439","88325","34912","48.2","32.1","ok"
"38440","88327","34913","48.2","32.1","ok"
"38441","88329","34914","48.5","32","ok"
"38442","88331","34915","48.3","32","ok"
"38443","88334","34916","44.3","42.1","ok"
"38444","88335","34917","35.3","33.3","ok"
"38445","88337","34918","35.3","33.45","ok"
"38446","88339","34919","35.36","33.54","ok"
"38447","88342","34920","35.3","33.45","ok"
"38448","88345","34921","35.3","33.45","ok"
"38449","88348","34922","36.25","34.35","ok"
"38450","88350","34923","44.3","33","ok"
"38451","88353","34924","44.3","33","ok"
"38452","88357","34925","32.2","34.4","ok"
"38453","88359","34926","32.2","34.4","ok"
"38454","88363","34927","32","34.3","ok"
"38455","88363","34927","32.15","34.3","ok"
"38456","88365","34928","47","39.3","ok"
"38457","88367","34929","47","39.3","ok"
"38458","88369","34930","43","38.3","ok"
"38459","88371","34931","43","38.3","ok"
"38460","88373","34932","33.3","34.35","ok"
"38461","88376","34933","44.25","32.55","ok"
"38462","88379","34934","46.1","30.5","ok"
"38463","88382","34935","44","40.2","ok"
"38464","88384","34936","41","38.5","ok"
"38465","88386","34937","47.1","38","ok"
"38466","88388","34938","48.3","41.2","ok"
"38467","88390","34939","47.3","42","ok"
"38468","88392","34940","41.2","36.55","ok"
"38469","88394","34941","32.45","23.05","ok"
"38470","88398","34941","39","45","ok"
"38471","88400","34941","40.45","44.45","ok"
"38472","88402","34942","41.5","43.4","ok"
"38473","88406","34943","40.45","44.45","ok"
"38474","88408","34944","32.4","23.05","ok"
"38475","88411","34945","52.45","29.15","ok"
"38476","88413","34946","32.5","24.1","ok"
"38477","88416","34947","32.5","24.1","ok"
"38478","88419","34948","32.5","24.1","ok"
"38479","88423","34949","33","24","ok"
"38480","88425","34950","32.5","24.1","ok"
"38481","88427","34951","32.5","24.1","ok"
"38482","88430","34952","32.5","24.1","ok"
"38483","88433","34953","35.38","34.16","ok"
"38484","88436","34954","35.38","34.16","ok"
"38485","88439","34955","32.45","24.15","ok"
"38486","88443","34956","71","34.15","ok"
"38487","88444","34957","43.5","39","ok"
"38488","88446","34958","56.15","31.15","ok"
"38489","88448","34959","32.5","23.25","ok"
"38490","88450","34960","48","34.3","ok"
"38491","88452","34961","44.3","34.4","ok"
"38492","88455","34962","49.45","37.15","ok"
"38493","88457","34963","44.15","39.3","ok"
"38494","88460","34964","44.1","39.4","ok"
"38495","88463","34965","44.1","39.4","ok"
"38496","88466","34966","44.15","39.3","ok"
"38497","88468","34967","26.2","38.3","ok"
"38498","88470","34968","44.3","34.4","ok"
"38499","88473","34969","40.3","40.5","ok"
"38500","88475","34970","28.4","41","ok"
"38501","88477","34971","28.2","40.5","ok"
"38502","88480","34972","29.49","36.16","ok"
"38503","88482","34973","32.3","37.05","ok"
"38504","88484","34974","35.12","37.51","ok"
"38505","88486","34975","67.15","37.15","ok"
"38506","88488","34976","26","41.15","ok"
"38507","88490","34977","40","40.5","ok"
"38508","88492","34978","39.52","39.45","ok"
"38509","88495","34979","33.1","39.05","ok"
"38510","88496","34980","30.2","39","ok"
"38511","88499","34981","27","43","ok"
"38512","88501","34982","27","43","ok"
"38513","88504","34983","28","41.05","ok"
"38514","88506","34984","37.15","36.45","ok"
"38515","88508","34985","35.1","39.45","ok"
"38516","88510","34986","26.3","39.3","ok"
"38517","88512","34987","39.52","39.56","ok"
"38518","88515","34988","27.3","40.1","ok"
"38519","88518","34989","27","38","ok"
"38520","88518","34989","27.2","38","ok"
"38521","88520","34990","27.45","38.05","ok"
"38522","88522","34991","26.3","39.4","ok"
"38523","88524","34992","27.5","38.1","ok"
"38524","88525","34993","28.3","41.05","ok"
"38525","88527","34994","42.3","38.4","ok"
"38526","88530","34995","34.15","37.45","ok"
"38527","88531","34996","28","41.05","ok"
"38528","88534","34997","42.2","38.25","ok"
"38529","88537","34998","32.45","36.5","ok"
"38530","88538","34999","67.15","37.15","ok"
"38531","88541","35000","44","38.3","ok"
"38532","88544","35001","44","38.3","ok"
"38533","88547","35002","27.3","41.4","ok"
"38534","88550","35002","45","36.1","ok"
"38535","88552","35002","44.3","35.45","ok"
"38536","88555","35003","44.3","35.45","ok"
"38537","88557","35004","38.4","35.5","ok"
"38538","88559","35005","38.4","35.5","ok"
"38539","88560","35006","47.3","33.3","ok"
"38540","88562","35007","44.1","35.2","ok"
"38541","88564","35008","52.1","29.5","ok"
"38542","88566","35009","52.1","29.5","ok"
"38543","88568","35010","30.4","27.3","ok"
"38544","88570","35011","30.4","27.3","ok"
"38545","88572","35012","30.4","27.3","ok"
"38546","88575","35013","35.5","33","ok"
"38547","88577","35014","33.3","36.25","ok"
"38548","88582","35016","30.4","27.3","ok"
"38549","88584","35017","45","42","ok"
"38550","88587","35018","33","15","ok"
"38551","88588","35019","44.2","41.2","ok"
"38552","88590","35020","44.15","32","ok"
"38553","88592","35021","44.3","32","ok"
"38554","88594","35022","44.15","32","ok"
"38555","88598","35023","44","32","ok"
"38556","88599","35024","34.35","31.25","ok"
"38557","88602","35025","36.4","32.25","ok"
"38558","88604","35026","35.2","32.2","ok"
"38559","88606","35027","35.55","32.1","ok"
"38560","88608","35028","35.45","31.45","ok"
"38561","88610","35029","35.1","32.25","ok"
"38562","88613","35030","35.45","31.4","ok"
"38563","88615","35031","35.4","31.05","ok"
"38564","88617","35032","35.44","33.24","ok"
"38565","88620","35033","36.4","32.25","ok"
"38566","88623","35034","35.2","32.2","ok"
"38567","88625","35035","35.55","32.1","ok"
"38568","88627","35036","35.45","31.45","ok"
"38569","88629","35037","35.1","32.25","ok"
"38570","88631","35038","35.1","32.25","ok"
"38571","88633","35039","35.45","31.4","ok"
"38572","88636","35040","35.4","31.05","ok"
"38573","88639","35041","35.4","33.25","ok"
"38574","88642","35042","36.3","33.25","ok"
"38575","88644","35043","36.3","33.25","ok"
"38576","88647","35044","35.4","32.15","ok"
"38577","88649","35045","35.05","32.45","ok"
"38578","88651","35046","35.2","33.2","ok"
"38579","88653","35047","35.4","34.02","ok"
"38580","88656","35048","35.26","33.24","ok"
"38581","88659","35049","30.45","28.25","ok"
"38582","88661","35050","35.5","34.12","ok"
"38583","88663","35051","30.45","28.25","ok"
"38584","88665","35052","30.45","28.25","ok"
"38585","88668","35053","31.3","30.4","ok"
"38586","88670","35054","31.3","30.4","ok"
"38587","88673","35055","31.3","30.4","ok"
"38588","88676","35056","49.45","37.15","ok"
"38589","88678","35057","57","29.4","ok"
"38590","88680","35058","57.15","40.15","ok"
"38591","88682","35059","61.3","35.1","ok"
"38592","88684","35060","42","26","ok"
"38593","88686","35061","63","27","ok"
"38594","88689","35062","53.3","28","ok"
"38595","88690","35063","51.5","32.3","ok"
"38596","88692","35064","56","31","ok"
"38597","88695","35065","57.3","27.3","ok"
"38598","88697","35066","56.1","31.2","ok"
"38599","88700","35067","38.2","36.5","ok"
"38600","88701","35068","56","31","ok"
"38601","88704","35069","47.3","33.3","ok"
"38602","88706","35070","47.3","33.3","ok"
"38603","88709","35070","49.3","36.45","ok"
"38604","88710","35071","56.3","37.15","ok"
"38605","88712","35072","44","40.3","ok"
"38606","88714","35073","51.3","31.15","ok"
"38607","88716","35074","55.53","37.18","ok"
"38608","88718","35075","55.53","37.18","ok"
"38609","88721","35076","48.2","34.4","ok"
"38610","88723","35077","48.3","34.3","ok"
"38611","88725","35078","46.3","32.45","ok"
"38612","88727","35079","56.01","37.23","ok"
"38613","88729","35080","51.15","35.2","ok"
"38614","88731","35081","44.3","38.3","ok"
"38615","88734","35082","46","35.15","ok"
"38616","88736","35083","67","34.3","ok"
"38617","88736","35083","64.15","34.15","ok"
"38618","88741","35085","59","35","ok"
"38619","88743","35086","60","35","ok"
"38620","88743","35086","59","35","ok"
"38621","88744","35087","56.15","27.45","ok"
"38622","88747","35088","56.3","37.45","ok"
"38623","88749","35089","61.3","26.3","ok"
"38624","88751","35090","62","26.45","ok"
"38625","88753","35091","57","29.3","ok"
"38626","88754","35092","47.1","36.4","ok"
"38627","88756","35093","52.35","30.3","ok"
"38628","88759","35093","59","32.45","ok"
"38629","88761","35094","59","32.45","ok"
"38630","88765","35094","58.3","28.3","ok"
"38631","88767","35095","52","30.15","ok"
"38632","88769","35096","56.45","36.45","ok"
"38633","88770","35097","55.45","27.45","ok"
"38634","88772","35098","60","28","ok"
"38635","88775","35099","59.3","28","ok"
"38636","88777","35099","58.15","36.3","ok"
"38637","88780","35100","59.1","36.1","ok"
"38638","88782","35101","59","3630","ok"
"38639","88785","35102","61","27","ok"
"38640","88787","35103","47.15","34.15","ok"
"38641","88788","35104","50.2","36.15","ok"
"38642","88791","35105","56.3","37.45","ok"
"38643","88794","35107","44.45","37","ok"
"38644","88796","35108","52.45","30.45","ok"
"38645","88799","35109","63.3","33.15","ok"
"38646","88801","35110","58.3","35.2","ok"
"38647","88803","35111","52.3","36","ok"
"38648","88806","35113","52.15","29.2","ok"
"38649","88809","35113","52","35.45","ok"
"38650","88810","35114","52","35.5","ok"
"38651","88814","35115","52","36","ok"
"38652","88816","35116","49.3","36.45","ok"
"38653","88817","35117","45.45","34","ok"
"38654","88820","35118","45.45","34","ok"
"38655","88822","35119","49.3","36.45","ok"
"38656","88824","35120","47.3","33.3","ok"
"38657","88826","35121","52.05","35.55","ok"
"38658","88829","35122","51.25","30.55","ok"
"38659","88832","35122","51.3","30.45","ok"
"38660","88833","35123","47.15","32.45","ok"
"38661","88836","35124","51.15","30.45","ok"
"38662","88838","35125","61","34","ok"
"38663","88840","35126","58","34.15","ok"
"38664","88841","35127","60","28","ok"
"38665","88844","35128","59.3","31.3","ok"
"38666","88845","35129","56.3","27.5","ok"
"38667","88847","35130","54","27","ok"
"38668","88850","35130","48.3","33.45","ok"
"38669","88851","35131","51.45","33.3","ok"
"38670","88854","35132","51.45","33.3","ok"
"38671","88856","35133","57.3","33","ok"
"38672","88859","35134","61.3","28.15","ok"
"38673","88861","35134","52.44","29.23","ok"
"38674","88862","35135","48.15","33.45","ok"
"38675","88865","35136","48.15","33.45","ok"
"38676","88868","35137","50.3","35.4","ok"
"38677","88871","35138","46.45","33.3","ok"
"38678","88873","35139","53.3","27.15","ok"
"38679","88883","35142","58","28.3","ok"
"38680","88885","35143","52.44","29.23","ok"
"38681","88888","35144","51","31","ok"
"38682","88892","35146","52.3","34.45","ok"
"38683","88894","35147","57","29.45","ok"
"38684","88895","35148","53.15","28.4","ok"
"38685","88897","35149","48.45","32.3","ok"
"38686","88899","35150","46","33.15","ok"
"38687","88902","35151","46","33.15","ok"
"38688","88904","35152","47.3","35.45","ok"
"38689","88907","35153","48","33","ok"
"38690","88909","35154","53.15","29.15","ok"
"38691","88912","35156","53.3","30.2","ok"
"38692","88915","35157","53.3","30.15","ok"
"38693","88916","35158","57","29.3","ok"
"38694","88919","35159","57.1","29.2","ok"
"38695","88921","35160","71","37","ok"
"38696","88922","35161","59","36.3","ok"
"38697","88925","35162","68.15","35","ok"
"38698","88927","35163","65.45","35","ok"
"38699","88928","35164","57","29.3","ok"
"38700","88931","35165","46.3","35.3","ok"
"38701","88934","35166","59.3","33.15","ok"
"38702","88935","35167","52.15","28.55","ok"
"38703","88937","35168","55","27.1","ok"
"38704","88939","35169","51","28.4","ok"
"38705","88941","35170","51","28.4","ok"
"38706","88944","35171","51","28.4","ok"
"38707","88948","35171","61","31","ok"
"38708","88949","35172","61","31","ok"
"38709","88953","35173","61","31","ok"
"38710","88955","35174","61","30.45","ok"
"38711","88958","35175","70","36","ok"
"38712","88959","35176","61","30.45","ok"
"38713","88963","35177","46.3","33.15","ok"
"38714","88965","35178","46.3","33","ok"
"38715","88967","35179","52.45","29.33","ok"
"38716","88968","35180","51","36.05","ok"
"38717","88970","35181","50.3","31.3","ok"
"38718","88973","35182","47","34.3","ok"
"38719","88974","35183","51.3","33.15","ok"
"38720","88978","35184","49","35.3","ok"
"38721","88979","35185","51.3","33","ok"
"38722","88982","35186","50","31.3","ok"
"38723","88987","35188","53.15","30","ok"
"38724","88988","35189","56.3","29","ok"
"38725","88991","35190","49","32.15","ok"
"38726","88992","35191","45.15","36.3","ok"
"38727","88994","35192","51.35","35.55","ok"
"38728","88996","35193","60.3","29.3","ok"
"38729","88998","35194","45.45","36.3","ok"
"38730","89000","35195","63.3","29.45","ok"
"38731","89003","35196","63.3","32.3","ok"
"38732","89004","35197","46.2","33.4","ok"
"38733","89007","35198","46.15","33.3","ok"
"38734","89009","35199","50","31","ok"
"38735","89011","35200","52","29.3","ok"
"38736","89013","35201","65.45","32.15","ok"
"38737","89015","35202","58.45","26.15","ok"
"38738","89017","35203","47.15","33","ok"
"38739","89019","35204","48","31.45","ok"
"38740","89021","35205","63.15","34.15","ok"
"38741","89022","35206","51.45","29","ok"
"38742","89024","35207","51.3","28","ok"
"38743","89027","35208","51.3","28","ok"
"38744","89030","35209","59.3","27.3","ok"
"38745","89031","35210","57.15","32.15","ok"
"38746","89034","35211","44.2","30.1","ok"
"38747","89036","35212","56.45","27.3","ok"
"38748","89038","35213","59","36.15","ok"
"38749","89040","35214","60.15","26.3","ok"
"38750","89043","35215","60.15","26.3","ok"
"38751","89045","35216","61.15","35","ok"
"38752","89048","35217","46","34.15","ok"
"38753","89049","35218","49.15","33.15","ok"
"38754","89051","35219","56.3","34.3","ok"
"38755","89054","35220","68","34.3","ok"
"38756","89056","35221","67.3","34.3","ok"
"38757","89058","35222","60","31","ok"
"38758","89059","35223","47","34.15","ok"
"38759","89062","35224","48.3","33.45","ok"
"38760","89064","35225","62.3","34.3","ok"
"38761","89066","35226","49","36.3","ok"
"38762","89068","35227","52.5","30.2","ok"
"38763","89070","35228","47","36.45","ok"
"38764","89072","35229","48.3","36","ok"
"38765","89074","35230","49.3","35.3","ok"
"38766","89077","35230","52.45","29.45","ok"
"38767","89079","35231","52.45","29.45","ok"
"38768","89083","35232","49","33.45","ok"
"38769","89085","35233","56.15","38","ok"
"38770","89086","35234","54.15","27","ok"
"38771","89088","35235","50.55","31.2","ok"
"38772","89092","35236","51","31","ok"
"38773","89093","35237","51.55","30.2","ok"
"38774","89095","35238","48.45","36","ok"
"38775","89098","35238","47.45","38.2","ok"
"38776","89099","35239","47.3","38","ok"
"38777","89102","35240","47","38.15","ok"
"38778","89104","35241","49.15","34.45","ok"
"38779","89107","35242","47","34","ok"
"38780","89109","35242","49.15","34.45","ok"
"38781","89110","35243","52.3","28.3","ok"
"38782","89113","35244","52.5","28.5","ok"
"38783","89116","35245","70.3","37.3","ok"
"38784","89117","35246","46","34.3","ok"
"38785","89119","35247","46.3","37.4","ok"
"38786","89123","35248","46.15","37.3","ok"
"38787","89125","35249","46.45","37","ok"
"38788","89126","35250","48.45","35.3","ok"
"38789","89132","35251","46.3","37","ok"
"38790","89133","35252","47.45","36.15","ok"
"38791","89136","35253","46.3","37","ok"
"38792","89138","35254","46.2","34.5","ok"
"38793","89141","35255","45.2","37.5","ok"
"38794","89144","35257","54.3","36.3","ok"
"38795","89147","35258","57.15","36","ok"
"38796","89152","35259","48.45","32.45","ok"
"38797","89154","35260","46","37.4","ok"
"38798","89155","35261","49","36.3","ok"
"38799","89158","35262","66.45","34.3","ok"
"38800","89159","35263","52.45","35.3","ok"
"38801","89164","35265","60.3","28.3","ok"
"38802","89165","35266","51","33.15","ok"
"38803","89168","35267","52.4","30.45","ok"
"38804","89170","35268","52.5","28.5","ok"
"38805","89173","35269","46.45","35.3","ok"
"38806","89176","35270","46.3","35.3","ok"
"38807","89178","35271","48.45","36.3","ok"
"38808","89179","35272","47","35","ok"
"38809","89181","35273","51.4","28.4","ok"
"38810","89184","35274","47.15","32.45","ok"
"38811","89186","35275","52","30.45","ok"
"38812","89188","35276","51.4","28.4","ok"
"38813","89193","35277","68.3","28.3","ok"
"38814","89194","35278","46.3","36","ok"
"38815","89196","35279","50.25","36.5","ok"
"38816","89200","35280","59","35","ok"
"38817","89202","35281","58","35.3","ok"
"38818","89202","35281","59","35","ok"
"38819","89204","35282","54.45","33.15","ok"
"38820","89206","35283","57","33.3","ok"
"38821","89207","35284","51","33.15","ok"
"38822","89209","35285","57","26.45","ok"
"38823","89212","35285","58","26.3","ok"
"38824","89215","35286","58","26.3","ok"
"38825","89217","35287","50.25","36.5","ok"
"38826","89219","35288","60","36.15","ok"
"38827","89221","35289","51.45","29.5","ok"
"38828","89223","35290","50","34.4","ok"
"38829","89225","35291","61","28.3","ok"
"38830","89227","35292","46","35","ok"
"38831","89229","35293","50.5","36.2","ok"
"38832","89232","35294","50.5","36.2","ok"
"38833","89234","35295","46","35.45","ok"
"38834","89236","35296","51.5","29.5","ok"
"38835","89239","35297","51.3","29.3","ok"
"38836","89243","35298","44.5","41.5","ok"
"38837","89243","35298","45","41.3","ok"
"38838","89245","35299","44.5","41.5","ok"
"38839","89245","35299","45","41.3","ok"
"38840","89246","35300","72","36","ok"
"38841","89249","35301","51.45","32.15","ok"
"38842","89251","35302","46.3","33.45","ok"
"38843","89252","35303","46.45","33.15","ok"
"38844","89254","35304","45.1","37.4","ok"
"38845","89257","35305","45","37.45","ok"
"38846","89260","35306","46.3","38.3","ok"
"38847","89263","35307","46","33.45","ok"
"38848","89265","35308","45","37.45","ok"
"38849","89267","35309","46.3","38.3","ok"
"38850","89269","35310","54.3","35.3","ok"
