"id","lineID","entryGroupID","type","status"
"17746","43391","16802","Siedl.","ok"
"17747","43394","16803","Siedl.","ok"
"17748","43397","16804","Siedl.","ok"
"17749","43400","16805","Siedl.","ok"
"17750","43403","16806","Lands.","ok"
"17751","43406","16807","Siedl.","ok"
"17752","43409","16808","Gewäs.","ok"
"17753","43412","16809","Lands.","ok"
"17754","43414","16810","Siedl.","ok"
"17755","43417","16811","Siedl.","ok"
"17756","43419","16812","Siedl.","ok"
"17757","43421","16813","Siedl.","ok"
"17758","43424","16814","Siedl.","ok"
"17759","43426","16815","Siedl.","ok"
"17760","43429","16816","Siedl.","ok"
"17761","43432","16817","Siedl.","ok"
"17762","43435","16818","Siedl.","ok"
"17763","43438","16819","Siedl.","ok"
"17764","43442","16820","Siedl.","ok"
"17765","43445","16821","Siedl.","ok"
"17766","43448","16822","Siedl.","ok"
"17767","43451","16823","Siedl.","ok"
"17768","43453","16824","Siedl.","ok"
"17769","43455","16825","Siedl.","ok"
"17770","43457","16826","Siedl.","ok"
"17771","43460","16827","Siedl.","ok"
"17772","43462","16828","Siedl.","ok"
"17773","43464","16829","Siedl.","ok"
"17774","43467","16830","Siedl.","ok"
"17775","43470","16831","Admin.","ok"
"17776","43472","16832","Siedl.","ok"
"17777","43474","16833","Siedl.","ok"
"17778","43477","16834","Siedl.","ok"
"17779","43480","16835","Admin.","ok"
"17780","43482","16836","Siedl.","ok"
"17781","43485","16837","Siedl.","ok"
"17782","43487","16838","Siedl.","ok"
"17783","43489","16839","Gewäs.","ok"
"17784","43491","16840","Siedl.","ok"
"17785","43493","16841","Siedl.","ok"
"17786","43496","16842","Siedl.","ok"
"17787","43501","16843","Gewäs.","ok"
"17788","43504","16844","Siedl.","ok"
"17789","43506","16845","Siedl.","ok"
"17790","43508","16846","Geb.","ok"
"17791","43510","16847","Gewäs.","ok"
"17792","43512","16848","Gewäs.","ok"
"17793","43514","16849","Eth.","ok"
"17794","43516","16850","Admin.","ok"
"17795","43519","16851","Lands.","ok"
"17796","43521","16852","Siedl.","ok"
"17797","43524","16853","Siedl.","ok"
"17798","43527","16853","Geb.","ok"
"17799","43530","16854","Geb.","ok"
"17800","43532","16855","Siedl.","ok"
"17801","43535","16856","Siedl.","ok"
"17802","43538","16857","Siedl.","ok"
"17803","43540","16858","Siedl.","ok"
"17804","43542","16859","Siedl.","ok"
"17805","43544","16860","Siedl.","ok"
"17806","43546","16861","Siedl.","ok"
"17807","43548","16862","Siedl.","ok"
"17808","43551","16863","Siedl.","ok"
"17809","43553","16864","Siedl.","ok"
"17810","43556","16865","Admin.","ok"
"17811","43558","16866","Lands.","ok"
"17812","43560","16866","Gewäs.","ok"
"17813","43563","16867","Gewäs.","ok"
"17814","43565","16868","Siedl.","ok"
"17815","43567","16869","Siedl.","ok"
"17816","43569","16870","Siedl.","ok"
"17817","43571","16871","Siedl.","ok"
"17818","43575","16872","Siedl.","ok"
"17819","43578","16873","Siedl.","ok"
"17820","43582","16874","Siedl.","ok"
"17821","43584","16875","Geb.","ok"
"17822","43587","16876","Siedl.","ok"
"17823","43590","16877","Siedl.","ok"
"17824","43592","16878","Siedl.","ok"
"17825","43595","16879","Siedl.","ok"
"17826","43599","16880","Admin.","ok"
"17827","43601","16881","Siedl.","ok"
"17828","43604","16882","Siedl.","ok"
"17829","43607","16883","Siedl.","ok"
"17830","43609","16884","Siedl.","ok"
"17831","43612","16885","Admin.","ok"
"17832","43614","16886","Siedl.","ok"
"17833","43616","16887","Siedl.","ok"
"17834","43619","16887","Eth.","ok"
"17835","43622","16887","Admin.","ok"
"17836","43625","16887","Lands.","ok"
"17837","43628","16888","Siedl.","ok"
"17838","43631","16889","Eth.","ok"
"17839","43634","16890","Lands.","ok"
"17840","43637","16891","Admin.","ok"
"17841","43641","16892","Admin.","ok"
"17842","43643","16893","Siedl.","ok"
"17843","43646","16894","Siedl.","ok"
"17844","43649","16895","Siedl.","ok"
"17845","43652","16896","Siedl.","ok"
"17846","43655","16897","Siedl.","ok"
"17847","43657","16898","Siedl.","ok"
"17848","43660","16899","Admin.","ok"
"17849","43662","16900","Gewäs.","ok"
"17850","43664","16901","Siedl.","ok"
"17851","43666","16902","Siedl.","ok"
"17852","43668","16903","Siedl.","ok"
"17853","43670","16904","Siedl.","ok"
"17854","43673","16905","Siedl.","ok"
"17855","43676","16906","Gewäs.","ok"
"17856","43678","16907","Siedl.","ok"
"17857","43681","16908","Siedl.","ok"
"17858","43684","16908","Admin.","ok"
"17859","43687","16909","Admin.","ok"
"17860","43691","16909","Admin.","ok"
"17861","43694","16910","Siedl.","ok"
"17862","43697","16911","Admin.","ok"
"17863","43701","16912","Siedl.","ok"
"17864","43703","16912","Lands.","ok"
"17865","43706","16913","Siedl.","ok"
"17866","43709","16914","Eth.","ok"
"17867","43711","16915","Lands.","ok"
"17868","43714","16916","Siedl.","ok"
"17869","43717","16917","Siedl.","ok"
"17870","43719","16918","Siedl.","ok"
"17871","43721","16919","Siedl.","ok"
"17872","43723","16919","Gewäs.","ok"
"17873","43726","16920","Gewäs.","ok"
"17874","43730","16921","Siedl.","ok"
"17875","43730","16921","Weg","ok"
"17876","43733","16922","Siedl.","ok"
"17877","43735","16923","Geb.","ok"
"17878","43737","16924","Geb.","ok"
"17879","43740","16925","Siedl.","ok"
"17880","43742","16926","Siedl.","ok"
"17881","43746","16927","Siedl.","ok"
"17882","43748","16928","Siedl.","ok"
"17883","43750","16929","Siedl.","ok"
"17884","43752","16930","Siedl.","ok"
"17885","43755","16931","Siedl.","ok"
"17886","43757","16932","Siedl.","ok"
"17887","43760","16933","Siedl.","ok"
"17888","43763","16934","Siedl.","ok"
"17889","43766","16935","Siedl.","ok"
"17890","43769","16936","Lands.","ok"
"17891","43771","16936","Weg","ok"
"17892","43773","16937","Siedl.","ok"
"17893","43776","16938","Lands.","ok"
"17894","43779","16939","Gewäs.","ok"
"17895","43781","16940","Siedl.","ok"
"17896","43784","16941","Geb.","ok"
"17897","43787","16942","Siedl.","ok"
"17898","43790","16943","Siedl.","ok"
"17899","43793","16944","Siedl.","ok"
"17900","43796","16945","Siedl.","ok"
"17901","43798","16946","Siedl.","ok"
"17902","43801","16947","Siedl.","ok"
"17903","43803","16948","Siedl.","ok"
"17904","43805","16949","Siedl.","ok"
"17905","43807","16950","Siedl.","ok"
"17906","43809","16951","Admin.","ok"
"17907","43811","16952","Siedl.","ok"
"17908","43813","16952","Weg","ok"
"17909","43814","16953","Lands.","ok"
"17910","43816","16953","Weg","ok"
"17911","43817","16954","Siedl.","ok"
"17912","43819","16955","Gewäs.","ok"
"17913","43821","16956","Siedl.","ok"
"17914","43824","16957","Siedl.","ok"
"17915","43826","16958","Siedl.","ok"
"17916","43829","16959","Siedl.","ok"
"17917","43832","16960","Admin.","ok"
"17918","43834","16961","Gewäs.","ok"
"17919","43836","16962","Siedl.","ok"
"17920","43838","16963","Siedl.","ok"
"17921","43840","16964","Siedl.","ok"
"17922","43843","16965","Siedl.","ok"
"17923","43846","16966","Siedl.","ok"
"17924","43849","16967","Siedl.","ok"
"17925","43851","16968","Siedl.","ok"
"17926","43853","16969","Siedl.","ok"
"17927","43856","16970","Siedl.","ok"
"17928","43857","16970","Weg","ok"
"17929","43859","16971","Admin.","ok"
"17930","43862","16972","Gewäs.","ok"
"17931","43865","16973","Siedl.","ok"
"17932","43868","16974","Siedl.","ok"
"17933","43870","16975","Geb.","ok"
"17934","43872","16976","Gewäs.","ok"
"17935","43874","16977","Gewäs.","ok"
"17936","43876","16978","Siedl.","ok"
"17937","43878","16979","Siedl.","ok"
"17938","43880","16980","Siedl.","ok"
"17939","43882","16981","Siedl.","ok"
"17940","43884","16982","Siedl.","ok"
"17941","43887","16983","Siedl.","ok"
"17942","43890","16984","Siedl.","ok"
"17943","43892","16985","Siedl.","ok"
"17944","43894","16986","Siedl.","ok"
"17945","43896","16987","Siedl.","ok"
"17946","43898","16988","Siedl.","ok"
"17947","43900","16989","Siedl.","ok"
"17948","43903","16990","Siedl.","ok"
"17949","43906","16991","Siedl.","ok"
"17950","43909","16992","Siedl.","ok"
"17951","43911","16993","Siedl.","ok"
"17952","43915","16994","Siedl.","ok"
"17953","43917","16995","Siedl.","ok"
"17954","43919","16995","Weg","ok"
"17955","43920","16996","Siedl.","ok"
"17956","43922","16997","Siedl.","ok"
"17957","43924","16998","Siedl.","ok"
"17958","43927","16999","Siedl.","ok"
"17959","43928","16999","Weg","ok"
"17960","43930","17000","Siedl.","ok"
"17961","43933","17001","Siedl.","ok"
"17962","43935","17002","Siedl.","ok"
"17963","43938","17003","Siedl.","ok"
"17964","43940","17004","Siedl.","ok"
"17965","43942","17005","Siedl.","ok"
"17966","43944","17006","Siedl.","ok"
"17967","43947","17007","Siedl.","ok"
"17968","43950","17008","Siedl.","ok"
"17969","43952","17009","Siedl.","ok"
"17970","43955","17010","Siedl.","ok"
"17971","43957","17011","Siedl.","ok"
"17972","43959","17012","Geb.","ok"
"17973","43961","17013","Siedl.","ok"
"17974","43963","17014","Siedl.","ok"
"17975","43965","17015","Siedl.","ok"
"17976","43967","17016","Siedl.","ok"
"17977","43970","17017","Siedl.","ok"
"17978","43973","17018","Siedl.","ok"
"17979","43976","17019","Siedl.","ok"
"17980","43979","17020","Siedl.","ok"
"17981","43982","17021","Siedl.","ok"
"17982","43984","17022","Siedl.","ok"
"17983","43986","17023","Siedl.","ok"
"17984","43989","17024","Siedl.","ok"
"17985","43992","17025","Admin.","ok"
"17986","43994","17026","Siedl.","ok"
"17987","43997","17027","Siedl.","ok"
"17988","44000","17028","Siedl.","ok"
"17989","44002","17029","Siedl.","ok"
"17990","44005","17030","Siedl.","ok"
"17991","44007","17031","Lands.","ok"
"17992","44009","17032","Siedl.","ok"
"17993","44012","17033","Siedl.","ok"
"17994","44015","17034","Siedl.","ok"
"17995","44018","17035","Geb.","ok"
"17996","44020","17036","Lands.","ok"
"17997","44023","17037","Lands.","ok"
"17998","44025","17038","Siedl.","ok"
"17999","44027","17039","Siedl.","ok"
"18000","44029","17040","Siedl.","ok"
"18001","44032","17041","Siedl.","ok"
"18002","44034","17042","Siedl.","ok"
"18003","44036","17043","Siedl.","ok"
"18004","44038","17044","Siedl.","ok"
"18005","44041","17045","Gewäs.","ok"
"18006","44043","17046","Siedl.","ok"
"18007","44046","17047","Siedl.","ok"
"18008","44048","17048","Siedl.","ok"
"18009","44051","17049","Siedl.","ok"
"18010","44054","17050","Admin.","ok"
"18011","44057","17051","Siedl.","ok"
"18012","44060","17052","Siedl.","ok"
"18013","44062","17053","Siedl.","ok"
"18014","44064","17054","Siedl.","ok"
"18015","44067","17055","Siedl.","ok"
"18016","44069","17056","Siedl.","ok"
"18017","44072","17057","Siedl.","ok"
"18018","44074","17058","Siedl.","ok"
"18019","44076","17059","Siedl.","ok"
"18020","44079","17059","Admin.","ok"
"18021","44082","17059","Lands.","ok"
"18022","44085","17060","Admin.","ok"
"18023","44089","17061","Lands.","ok"
"18024","44092","17062","Siedl.","ok"
"18025","44095","17063","Siedl.","ok"
"18026","44098","17064","Siedl.","ok"
"18027","44101","17065","Siedl.","ok"
"18028","44103","17066","Siedl.","ok"
"18029","44107","17067","Siedl.","ok"
"18030","44110","17068","Siedl.","ok"
"18031","44113","17069","Siedl.","ok"
"18032","44115","17070","Siedl.","ok"
"18033","44117","17070","Admin.","ok"
"18034","44120","17071","Siedl.","ok"
"18035","44123","17072","Siedl.","ok"
"18036","44127","17073","Siedl.","ok"
"18037","44130","17074","Siedl.","ok"
"18038","44133","17075","Admin.","ok"
"18039","44135","17076","Siedl.","ok"
"18040","44138","17077","Siedl.","ok"
"18041","44142","17078","Siedl.","ok"
"18042","44146","17079","Admin.","ok"
"18043","44149","17080","Siedl.","ok"
"18044","44152","17081","Lands.","ok"
"18045","44154","17081","Lands.","ok"
"18046","44156","17082","Siedl.","ok"
"18047","44158","17083","Geb.","ok"
"18048","44160","17084","Siedl.","ok"
"18049","44163","17085","Siedl.","ok"
"18050","44165","17086","Siedl.","ok"
"18051","44168","17087","Siedl.","ok"
"18052","44170","17088","Siedl.","ok"
"18053","44172","17089","Siedl.","ok"
"18054","44175","17090","Siedl.","ok"
"18055","44177","17091","Siedl.","ok"
"18056","44179","17092","Siedl.","ok"
"18057","44181","17093","Siedl.","ok"
"18058","44184","17094","Siedl.","ok"
"18059","44187","17095","Siedl.","ok"
"18060","44190","17096","Admin.","ok"
"18061","44192","17097","Lands.","ok"
"18062","44194","17098","Siedl.","ok"
"18063","44197","17099","Lands.","ok"
"18064","44199","17099","Geb.","ok"
"18065","44202","17100","Geb.","ok"
"18066","44205","17101","Geb.","ok"
"18067","44208","17102","Geb.","ok"
"18068","44211","17103","Geb.","ok"
"18069","44214","17104","Geb.","ok"
"18070","44216","17105","Siedl.","ok"
"18071","44218","17106","Siedl.","ok"
"18072","44222","17107","Siedl.","ok"
"18073","44225","17108","Admin.","ok"
"18074","44227","17109","Siedl.","ok"
"18075","44229","17110","Siedl.","ok"
"18076","44231","17111","Admin.","ok"
"18077","44234","17112","Siedl.","ok"
"18078","44236","17113","Admin.","ok"
"18079","44238","17114","Geb.","ok"
"18080","44240","17115","Siedl.","ok"
"18081","44242","17116","Siedl.","ok"
"18082","44245","17117","Siedl.","ok"
"18083","44248","17118","Siedl.","ok"
"18084","44251","17119","Siedl.","ok"
"18085","44254","17120","Siedl.","ok"
"18086","44257","17121","Siedl.","ok"
"18087","44259","17122","Siedl.","ok"
"18088","44261","17123","Weg","ok"
"18089","44263","17124","Siedl.","ok"
"18090","44263","17124","Weg","ok"
"18091","44265","17124","Weg","ok"
"18092","44266","17125","Siedl.","ok"
"18093","44266","17125","Weg","ok"
"18094","44268","17125","Weg","ok"
"18095","44269","17126","Siedl.","ok"
"18096","44269","17126","Weg","ok"
"18097","44271","17127","Siedl.","ok"
"18098","44271","17127","Weg","ok"
"18099","44273","17127","Weg","ok"
"18100","44274","17128","Siedl.","ok"
"18101","44274","17128","Weg","ok"
"18102","44276","17128","Weg","ok"
"18103","44277","17129","Siedl.","ok"
"18104","44277","17129","Weg","ok"
"18105","44279","17130","Siedl.","ok"
"18106","44279","17130","Weg","ok"
"18107","44281","17131","Siedl.","ok"
"18108","44281","17131","Weg","ok"
"18109","44283","17132","Siedl.","ok"
"18110","44283","17132","Weg","ok"
"18111","44285","17133","Siedl.","ok"
"18112","44285","17133","Weg","ok"
"18113","44287","17133","Weg","ok"
"18114","44288","17134","Siedl.","ok"
"18115","44288","17134","Weg","ok"
"18116","44290","17134","Weg","ok"
"18117","44291","17135","Geb.","ok"
"18118","44293","17136","Siedl.","ok"
"18119","44295","17137","Siedl.","ok"
"18120","44298","17138","Siedl.","ok"
"18121","44301","17139","Siedl.","ok"
"18122","44304","17140","Siedl.","ok"
"18123","44307","17141","Eth.","ok"
"18124","44309","17142","Siedl.","ok"
"18125","44312","17143","Siedl.","ok"
"18126","44314","17144","Admin.","ok"
"18127","44316","17145","Gewäs.","ok"
"18128","44318","17146","Lands.","ok"
"18129","44320","17147","Siedl.","ok"
"18130","44322","17148","Siedl.","ok"
"18131","44324","17149","Siedl.","ok"
"18132","44327","17150","Siedl.","ok"
"18133","44330","17151","Siedl.","ok"
"18134","44332","17152","Siedl.","ok"
"18135","44335","17153","Siedl.","ok"
"18136","44337","17153","Weg","ok"
"18137","44338","17154","Gewäs.","ok"
"18138","44341","17155","Siedl.","ok"
"18139","44344","17156","Siedl.","ok"
"18140","44346","17157","Siedl.","ok"
"18141","44348","17158","Siedl.","ok"
"18142","44350","17159","Siedl.","ok"
"18143","44352","17160","Siedl.","ok"
"18144","44354","17161","Siedl.","ok"
"18145","44357","17162","Siedl.","ok"
"18146","44361","17163","Admin.","ok"
"18147","44363","17164","Siedl.","ok"
"18148","44366","17165","Siedl.","ok"
"18149","44369","17166","Siedl.","ok"
"18150","44372","17167","Siedl.","ok"
"18151","44374","17168","Siedl.","ok"
"18152","44377","17169","Lands.","ok"
"18153","44379","17170","Siedl.","ok"
"18154","44381","17171","Siedl.","ok"
"18155","44384","17172","Admin.","ok"
"18156","44386","17173","Siedl.","ok"
"18157","44388","17174","Siedl.","ok"
"18158","44391","17174","Lands.","ok"
"18159","44394","17175","Siedl.","ok"
"18160","44396","17176","Lands.","ok"
"18161","44399","17177","Siedl.","ok"
"18162","44403","17178","Siedl.","ok"
"18163","44406","17179","Siedl.","ok"
"18164","44409","17180","Siedl.","ok"
"18165","44412","17181","Siedl.","ok"
"18166","44415","17182","Siedl.","ok"
"18167","44417","17183","Siedl.","ok"
"18168","44419","17184","Admin.","ok"
"18169","44421","17185","Siedl.","ok"
"18170","44423","17186","Siedl.","ok"
"18171","44426","17187","Admin.","ok"
"18172","44428","17188","Siedl.","ok"
"18173","44431","17189","Siedl.","ok"
"18174","44433","17190","Siedl.","ok"
"18175","44436","17191","Siedl.","ok"
"18176","44438","17192","Siedl.","ok"
"18177","44441","17193","Siedl.","ok"
"18178","44444","17194","Siedl.","ok"
"18179","44446","17195","Siedl.","ok"
"18180","44448","17196","Siedl.","ok"
"18181","44450","17197","Admin.","ok"
"18182","44452","17198","Lands.","ok"
"18183","44454","17199","Siedl.","ok"
"18184","44456","17200","Geb.","ok"
"18185","44458","17201","Siedl.","ok"
"18186","44460","17202","Siedl.","ok"
"18187","44462","17203","Siedl.","ok"
"18188","44464","17204","Gewäs.","ok"
"18189","44466","17205","Siedl.","ok"
"18190","44468","17206","Admin.","ok"
"18191","44470","17207","Geb.","ok"
"18192","44472","17208","Geb.","ok"
"18193","44474","17209","Geb.","ok"
"18194","44476","17210","Geb.","ok"
"18195","44480","17211","Siedl.","ok"
"18196","44483","17212","Siedl.","ok"
"18197","44485","17213","Siedl.","ok"
"18198","44487","17214","Siedl.","ok"
"18199","44489","17215","Siedl.","ok"
"18200","44491","17216","Siedl.","ok"
"18201","44494","17217","Admin.","ok"
"18202","44496","17218","Gewäs.","ok"
"18203","44498","17219","Geb.","ok"
"18204","44500","17220","Geb.","ok"
"18205","44502","17221","Geb.","ok"
"18206","44504","17222","Siedl.","ok"
"18207","44506","17223","Siedl.","ok"
"18208","44506","17223","Weg","ok"
"18209","44508","17224","Siedl.","ok"
"18210","44510","17225","Siedl.","ok"
"18211","44512","17226","Siedl.","ok"
"18212","44514","17227","Siedl.","ok"
"18213","44516","17228","Siedl.","ok"
"18214","44518","17229","Siedl.","ok"
"18215","44520","17230","Siedl.","ok"
"18216","44522","17231","Geb.","ok"
"18217","44524","17232","Siedl.","ok"
"18218","44526","17233","Siedl.","ok"
"18219","44529","17234","Siedl.","ok"
"18220","44532","17235","Siedl.","ok"
"18221","44534","17236","Siedl.","ok"
"18222","44537","17237","Siedl.","ok"
"18223","44540","17238","Siedl.","ok"
"18224","44543","17239","Siedl.","ok"
"18225","44546","17240","Siedl.","ok"
"18226","44549","17241","Siedl.","ok"
"18227","44552","17242","Siedl.","ok"
"18228","44554","17243","Siedl.","ok"
"18229","44556","17244","Siedl.","ok"
"18230","44558","17245","Siedl.","ok"
"18231","44560","17246","Siedl.","ok"
"18232","44563","17247","Admin.","ok"
"18233","44565","17248","Siedl.","ok"
"18234","44567","17249","Siedl.","ok"
"18235","44569","17250","Siedl.","ok"
"18236","44571","17251","Siedl.","ok"
"18237","44574","17252","Siedl.","ok"
"18238","44576","17253","Siedl.","ok"
"18239","44578","17254","Admin.","ok"
"18240","44581","17255","Lands.","ok"
"18241","44583","17255","Admin.","ok"
"18242","44586","17256","Siedl.","ok"
"18243","44588","17257","Siedl.","ok"
"18244","44591","17258","Siedl.","ok"
"18245","44593","17259","Siedl.","ok"
"18246","44595","17260","Siedl.","ok"
"18247","44598","17261","Siedl.","ok"
"18248","44601","17262","Siedl.","ok"
"18249","44603","17263","Siedl.","ok"
"18250","44605","17264","Siedl.","ok"
"18251","44609","17265","Siedl.","ok"
"18252","44611","17266","Siedl.","ok"
"18253","44613","17267","Siedl.","ok"
"18254","44615","17268","Siedl.","ok"
"18255","44618","17269","Siedl.","ok"
"18256","44621","17270","Siedl.","ok"
"18257","44623","17271","Siedl.","ok"
"18258","44626","17272","Siedl.","ok"
"18259","44628","17273","Siedl.","ok"
"18260","44630","17274","Siedl.","ok"
"18261","44632","17275","Siedl.","ok"
"18262","44634","17276","Siedl.","ok"
"18263","44637","17277","Siedl.","ok"
"18264","44639","17278","Siedl.","ok"
"18265","44642","17279","Siedl.","ok"
"18266","44644","17280","Siedl.","ok"
"18267","44647","17281","Siedl.","ok"
"18268","44650","17282","Siedl.","ok"
"18269","44653","17283","Siedl.","ok"
"18270","44655","17283","Lands.","ok"
"18271","44658","17283","Lands.","ok"
"18272","44661","17284","Lands.","ok"
"18273","44664","17284","Lands.","ok"
"18274","44667","17285","Lands.","ok"
"18275","44670","17286","Lands.","ok"
"18276","44673","17287","Lands.","ok"
"18277","44675","17288","Siedl.","ok"
"18278","44677","17289","Siedl.","ok"
"18279","44679","17290","Siedl.","ok"
"18280","44681","17291","Siedl.","ok"
"18281","44683","17291","Admin.","ok"
"18282","44685","17292","Gewäs.","ok"
"18283","44687","17293","Siedl.","ok"
"18284","44690","17294","Siedl.","ok"
"18285","44692","17295","Siedl.","ok"
"18286","44694","17296","Siedl.","ok"
"18287","44697","17297","Siedl.","ok"
"18288","44700","17298","Admin.","ok"
"18289","44702","17299","Siedl.","ok"
"18290","44704","17300","Admin.","ok"
"18291","44706","17301","Admin.","ok"
"18292","44709","17302","Admin.","ok"
"18293","44711","17303","Admin.","ok"
"18294","44713","17304","Admin.","ok"
"18295","44715","17305","Admin.","ok"
"18296","44717","17305","Admin.","ok"
"18297","44719","17306","Admin.","ok"
"18298","44721","17307","Admin.","ok"
"18299","44723","17308","Admin.","ok"
"18300","44725","17309","Admin.","ok"
"18301","44727","17310","Admin.","ok"
"18302","44729","17311","Admin.","ok"
"18303","44731","17312","Admin.","ok"
"18304","44733","17313","Admin.","ok"
"18305","44735","17314","Admin.","ok"
"18306","44737","17315","Siedl.","ok"
"18307","44739","17316","Siedl.","ok"
"18308","44742","17317","Admin.","ok"
"18309","44744","17318","Geb.","ok"
"18310","44746","17319","Lands.","ok"
"18311","44748","17320","Geb.","ok"
"18312","44750","17321","Siedl.","ok"
"18313","44752","17322","Siedl.","ok"
"18314","44754","17323","Siedl.","ok"
"18315","44757","17324","Siedl.","ok"
"18316","44759","17325","Siedl.","ok"
"18317","44761","17326","Gewäs.","ok"
"18318","44763","17327","Siedl.","ok"
"18319","44765","17328","Siedl.","ok"
"18320","44767","17329","Siedl.","ok"
"18321","44769","17330","Siedl.","ok"
"18322","44771","17331","Siedl.","ok"
"18323","44773","17332","Gewäs.","ok"
"18324","44775","17333","Siedl.","ok"
"18325","44778","17334","Siedl.","ok"
"18326","44780","17335","Siedl.","ok"
"18327","44783","17336","Siedl.","ok"
"18328","44785","17337","Siedl.","ok"
"18329","44787","17338","Siedl.","ok"
"18330","44790","17339","Siedl.","ok"
"18331","44792","17340","Siedl.","ok"
"18332","44795","17341","Lands.","ok"
"18333","44798","17342","Siedl.","ok"
"18334","44800","17343","Siedl.","ok"
"18335","44803","17344","Siedl.","ok"
"18336","44805","17345","Siedl.","ok"
"18337","44808","17346","Siedl.","ok"
"18338","44811","17347","Siedl.","ok"
"18339","44813","17348","Siedl.","ok"
"18340","44816","17349","Siedl.","ok"
"18341","44820","17350","Siedl.","ok"
"18342","44823","17351","Siedl.","ok"
"18343","44826","17352","Siedl.","ok"
"18344","44828","17353","Siedl.","ok"
"18345","44831","17354","Siedl.","ok"
"18346","44833","17355","Siedl.","ok"
"18347","44835","17356","Siedl.","ok"
"18348","44838","17357","Geb.","ok"
"18349","44841","17358","Admin.","ok"
"18350","44843","17359","Lands.","ok"
"18351","44845","17360","Siedl.","ok"
"18352","44847","17361","Siedl.","ok"
"18353","44849","17362","Siedl.","ok"
"18354","44851","17363","Siedl.","ok"
"18355","44853","17364","Siedl.","ok"
"18356","44856","17365","Siedl.","ok"
"18357","44859","17366","Siedl.","ok"
"18358","44862","17367","Siedl.","ok"
"18359","44865","17368","Siedl.","ok"
"18360","44867","17369","Siedl.","ok"
"18361","44870","17370","Siedl.","ok"
"18362","44873","17371","Siedl.","ok"
"18363","44876","17372","Admin.","ok"
"18364","44878","17373","Siedl.","ok"
"18365","44880","17374","Siedl.","ok"
"18366","44883","17375","Siedl.","ok"
"18367","44885","17376","Siedl.","ok"
"18368","44888","17377","Siedl.","ok"
"18369","44891","17378","Siedl.","ok"
"18370","44894","17379","Siedl.","ok"
"18371","44896","17380","Siedl.","ok"
"18372","44899","17381","Siedl.","ok"
"18373","44901","17382","Siedl.","ok"
"18374","44904","17383","Siedl.","ok"
"18375","44906","17384","Siedl.","ok"
"18376","44908","17385","Siedl.","ok"
"18377","44911","17386","Siedl.","ok"
"18378","44913","17387","Siedl.","ok"
"18379","44915","17388","Siedl.","ok"
"18380","44918","17389","Siedl.","ok"
"18381","44919","17390","Siedl.","ok"
"18382","44923","17391","Geb.","ok"
"18383","44924","17392","Geb.","ok"
"18384","44925","17393","Siedl.","ok"
"18385","44928","17394","Siedl.","ok"
"18386","44931","17395","Siedl.","ok"
"18387","44933","17396","Siedl.","ok"
"18388","44937","17397","Siedl.","ok"
"18389","44938","17398","Siedl.","ok"
"18390","44941","17399","Siedl.","ok"
"18391","44945","17400","Siedl.","ok"
"18392","44947","17401","Siedl.","ok"
"18393","44949","17402","Siedl.","ok"
"18394","44952","17403","Siedl.","ok"
"18395","44955","17404","Siedl.","ok"
"18396","44956","17405","Siedl.","ok"
"18397","44958","17405","Lands.","ok"
"18398","44961","17406","Geb.","ok"
"18399","44962","17407","Geb.","ok"
"18400","44965","17408","Geb.","ok"
"18401","44967","17409","Geb.","ok"
"18402","44970","17410","Siedl.","ok"
"18403","44973","17411","Siedl.","ok"
"18404","44976","17412","Siedl.","ok"
"18405","44979","17413","Siedl.","ok"
"18406","44981","17414","Siedl.","ok"
"18407","44982","17415","Siedl.","ok"
"18408","44983","17416","Siedl.","ok"
"18409","44985","17417","Siedl.","ok"
"18410","44988","17418","Siedl.","ok"
"18411","44992","17419","Siedl.","ok"
"18412","44992","17419","Weg","ok"
"18413","44995","17420","Siedl.","ok"
"18414","44998","17421","Siedl.","ok"
"18415","44999","17422","Siedl.","ok"
"18416","45002","17423","Siedl.","ok"
"18417","45006","17424","Siedl.","ok"
"18418","45006","17424","Weg","ok"
"18419","45009","17425","Siedl.","ok"
"18420","45012","17426","Siedl.","ok"
"18421","45013","17427","Siedl.","ok"
"18422","45016","17428","Siedl.","ok"
"18423","45018","17429","Siedl.","ok"
"18424","45021","17430","Siedl.","ok"
"18425","45022","17431","Siedl.","ok"
"18426","45025","17432","Siedl.","ok"
"18427","45028","17433","Siedl.","ok"
"18428","45031","17434","Siedl.","ok"
"18429","45034","17435","Siedl.","ok"
"18430","45038","17436","Siedl.","ok"
"18431","45041","17437","Siedl.","ok"
"18432","45043","17438","Siedl.","ok"
"18433","45046","17439","Gewäs.","ok"
"18434","45049","17440","Siedl.","ok"
"18435","45052","17441","Siedl.","ok"
"18436","45055","17442","Siedl.","ok"
"18437","45059","17443","Gewäs.","ok"
"18438","45061","17444","Siedl.","ok"
"18439","45064","17445","Siedl.","ok"
"18440","45066","17446","Siedl.","ok"
"18441","45068","17447","Gewäs.","ok"
"18442","45071","17448","Lands.","ok"
"18443","45073","17448","Weg","ok"
"18444","45074","17449","Siedl.","ok"
"18445","45077","17450","Siedl.","ok"
"18446","45079","17451","Siedl.","ok"
"18447","45082","17452","Siedl.","ok"
"18448","45084","17453","Siedl.","ok"
"18449","45086","17454","Siedl.","ok"
"18450","45089","17455","Admin.","ok"
"18451","45091","17456","Lands.","ok"
"18452","45093","17457","Admin.","ok"
